198.81.233.246,1,98.97.56.1,24.86,1722102812.972079
198.81.233.246,2,172.16.251.102,22.698,1722102812.9736679
198.81.233.246,3,206.224.65.254,21.742,1722102812.9736679
198.81.233.246,4,206.224.65.230,24.791,1722102812.9736679
198.81.233.246,5,65.175.1.33,24.54,1722102812.9736679
198.81.233.246,7,38.140.129.74,24.693,1722102812.9736679
198.81.233.246,8,198.81.233.89,25.277,1722102812.9736679
198.81.233.246,9,198.81.233.54,159.822,1722102812.9736679
198.81.233.246,10,202.128.2.1,146.586,1722102812.9736679
198.81.233.246,11,198.81.233.27,150.226,1722102812.9736679
198.81.233.246,12,198.81.233.246,164.315,1722102812.9736679
cust-fgt.maxnet.ao,1,98.97.56.1,29.683,1722102823.7338765
cust-fgt.maxnet.ao,2,172.16.251.102,27.134,1722102823.7338765
cust-fgt.maxnet.ao,3,206.224.66.2,24.704,1722102823.7338765
cust-fgt.maxnet.ao,4,206.224.65.242,22.021,1722102823.7338765
cust-fgt.maxnet.ao,7,184.105.81.167,49.669,1722102823.7338765
cust-fgt.maxnet.ao,8,184.104.197.42,58.805,1722102823.7338765
cust-fgt.maxnet.ao,10,216.66.24.79,86.993,1722102823.7338765
cust-fgt.maxnet.ao,11,197.234.114.254,257.066,1722102823.7338765
cust-fgt.maxnet.ao,12,160.242.119.56,259.39,1722102823.7338765
cust-fgt.maxnet.ao,13,160.242.119.66,262.932,1722102823.7338765
cust-fgt.maxnet.ao,14,197.234.114.109,262.596,1722102823.7338765
cust-fgt.maxnet.ao,15,160.242.19.254,260.825,1722102823.7338765
monitor.ita.ao,1,98.97.56.1,22.941,1722102839.2228699
monitor.ita.ao,2,172.16.251.102,25.968,1722102839.2228699
monitor.ita.ao,3,206.224.66.2,25.295,1722102839.2228699
monitor.ita.ao,4,206.224.65.242,25.276,1722102839.2228699
monitor.ita.ao,7,184.105.81.167,50.682,1722102839.2228699
monitor.ita.ao,8,184.104.197.42,52.328,1722102839.2228699
monitor.ita.ao,9,184.105.213.136,81.948,1722102839.2228699
monitor.ita.ao,10,216.66.24.79,88.274,1722102839.2228699
monitor.ita.ao,11,197.234.114.254,258.777,1722102839.2228699
monitor.ita.ao,12,160.242.119.56,253.505,1722102839.2228699
monitor.ita.ao,13,160.242.119.66,260.385,1722102839.2228699
monitor.ita.ao,14,197.234.114.109,253.77,1722102839.2228699
monitor.ita.ao,15,160.242.19.254,255.782,1722102839.2228699
105.235.237.2,1,98.97.56.1,20.287,1722102860.4749055
105.235.237.2,2,172.16.251.102,24.335,1722102860.4749055
105.235.237.2,3,206.224.66.2,19.867,1722102860.4749055
105.235.237.2,4,206.224.65.234,20.34,1722102860.4749055
105.235.237.2,13,184.104.224.194,281.569,1722102860.4749055
105.235.237.2,14,197.214.66.32,348.114,1722102860.4749055
105.235.237.2,15,197.214.64.98,342.823,1722102860.4749055
105.235.237.2,16,197.214.66.35,338.082,1722102860.4749055
105.235.237.2,17,105.235.237.197,338.574,1722102860.4749055
105.235.237.2,18,105.235.237.2,342.706,1722102860.4749055
speedtestfl.telecom.mu,1,98.97.56.1,23.789,1722102867.5519297
speedtestfl.telecom.mu,2,172.16.251.102,24.77,1722102867.5519297
speedtestfl.telecom.mu,3,206.224.66.2,23.35,1722102867.5519297
speedtestfl.telecom.mu,4,206.224.65.242,25.959,1722102867.5519297
speedtestfl.telecom.mu,5,4.7.108.221,29.867,1722102867.5519297
speedtestfl.telecom.mu,6,171.75.8.243,172.149,1722102867.5519297
speedtestfl.telecom.mu,7,213.19.217.14,172.173,1722102867.5519297
speedtestfl.telecom.mu,8,197.226.230.20,360.445,1722102867.5519297
speedtestfl.telecom.mu,9,197.226.230.46,356.567,1722102867.5519297
speedtestfl.telecom.mu,10,197.226.230.80,360.995,1722102867.5519297
speedtestfl.telecom.mu,11,197.226.230.79,358.073,1722102867.5519297
speedtestfl.telecom.mu,12,197.226.230.13,354.701,1722102867.5519297
speedtestfl.telecom.mu,13,197.227.12.18,354.903,1722102867.5519297
speedtest.telecom.mu,1,98.97.56.1,19.596,1722102883.7208564
speedtest.telecom.mu,2,172.16.251.102,21.826,1722102883.7208564
speedtest.telecom.mu,3,206.224.65.246,22.885,1722102883.7208564
speedtest.telecom.mu,4,206.224.65.228,23.995,1722102883.7208564
speedtest.telecom.mu,5,65.175.1.33,27.646,1722102883.7208564
speedtest.telecom.mu,6,89.149.140.77,24.134,1722102883.7208564
speedtest.telecom.mu,7,64.86.197.98,27.26,1722102883.7208564
speedtest.telecom.mu,9,207.45.219.7,156.924,1722102883.7208564
speedtest.telecom.mu,10,63.243.250.61,155.824,1722102883.7208564
speedtest.telecom.mu,11,66.198.101.133,158.088,1722102883.7208564
speedtest.telecom.mu,13,63.243.218.9,166.485,1722102883.7208564
speedtest.telecom.mu,15,80.231.20.106,155.469,1722102883.7208564
speedtest.telecom.mu,16,80.231.20.99,173.139,1722102883.7208564
speedtest.telecom.mu,17,197.226.230.46,359.439,1722102883.7215674
speedtest.telecom.mu,18,197.226.230.1,361.967,1722102883.7215674
speedtest.telecom.mu,19,202.123.3.108,364.442,1722102883.7215674
iperf3.ddng.isnet.net,1,98.97.56.1,25.963,1722102909.5487487
iperf3.ddng.isnet.net,2,172.16.251.102,26.526,1722102909.5487487
iperf3.ddng.isnet.net,3,206.224.66.2,23.524,1722102909.5487487
iperf3.ddng.isnet.net,4,206.224.65.234,23.876,1722102909.5487487
iperf3.ddng.isnet.net,5,65.175.1.33,29.657,1722102909.5487487
